Year, attacks,Actor1,Actor2,Area1,Area2,Area3,County,Event type,Notes,Source,Source Scale,Fatalities,Geo Precision,Latitude,Longitude,Number of Records
2016,2016-09-09,Military Forces of Kenya (2013-),Al Shabaab,Mandera East,Township,Mandera,Mandera,Remote violence,"Al Shabaab claimed responsibility for double roadside explosions targeted Kenyan defence forces near the town of Mandera on 09/09. Pro-al shabaab media outlets, citing unnamed commander reported that at least 4 Kenyan army soldiers died in the IED blasts on the KDF military convoy.",Shabelle Media Network,Regional,4,1,3.9357,41.8542,1
2016,2016-06-24,Al Shabaab,,Lafey,Lafey,Damasa,Mandera,Remote violence,Al Shabaab are reported to have struck Damasa border town and destroyed a Safaricom communication mast and a water pump using explosives. No reported human causality or violence.,Daily Nation (Kenya),National,0,1,3.1597,41.3256,1
2016,2016-06-11,Military Forces of Kenya (2013-),Al Shabaab,Mandera East,Township,Mandera,Mandera,Remote violence,"An IED detonated at Mandera, near the Somali border on 11/06. No causalities reported. The Mandera County Commissioner said the incident, which took place at Border Point Three area near custom offices, had targeted security officers manning the border area and was likely caused by al Shabaab.",Xinhua,International,0,1,3.9357,41.8542,1
2016,2016-10-06,Al Shabaab,Civilians (Kenya),Mandera East,Township,Mandera,Mandera,Violence against civilians,"A cross-border al Shabaab attack kills six in Mandera. The attackers targeted ""non-locals"" and/or ""Christians.""",Capital FM (Nairobi),National,6,1,3.9357,41.8542,1
2016,2016-07-09,Al Shabaab,Civilians (Kenya),Lafey,Lafey,Lafey,Mandera,Violence against civilians,A woman was killed while three others were critically injured when suspected Al-Shabaab gunmen attacked a vehicle between Fino and Lafey at around 7pm on Saturday night.,Sunday Nation (Kenya),National,1,2,3.1508,41.1862,1
2016,2016-06-15,Al Shabaab,Civilians (Kenya),Mandera East,Township,Mandera,Mandera,Violence against civilians,"Eight Kenyans have been kidnapped by the al-Shabab militants in the past month in the Alango and Kurokura (Mandera County) areas. Dates unknown, though the latest kidnapping took place on 10/07.",Daily Nation,National,0,3,3.9357,41.8542,1
2015,2015-06-01,Al Shabaab,,Lafey,Lafey,Lafey,Mandera,Non-violent transfer of territory,"Al Shabaab creates a heavy presence in Lafey village effectively ""taking over"" the village. The presence of al Shabaab caused several villagers to flee for safety.",Daily Nation (Kenya),National,0,1,3.1508,41.1862,1
2015,2015-12-28,Al Shabaab,Civilians (Kenya),Mandera East,Township,Mandera,Mandera,Remote violence,"Three people were killed and two others injured after an explosion went off in a vehicle within Mandera town on 28/12. Al Shabaab suspected. The explosion caused a group of locals to hold a demonstration against military forces, mistakenly believing members of the military had been responsible for the deaths of the civilians.",Capital FM,National,3,1,3.9357,41.8542,1
2015,2015-12-26,Police Forces of Kenya (2013-),Al Shabaab,Mandera East,Township,Mandera,Mandera,Remote violence,"A member of al Shabaab, attempting to plant a roadside bomb, dies when the device exploded prematurely. The perpetrator was believed to be hurried when he saw that the police had noticed his activities and attempted top stop him. A matter of dispute, the Daily Nation reported police had killed the perpetrator, followed by the explosion.",Associated Press,International,1,1,3.9357,41.8542,1
2015,2015-12-14,Police Forces of Kenya (2013-),Al Shabaab,Mandera East,Township,Mandera,Mandera,Remote violence,"A roadside bomb or landmine, suspected to have origin with al Shabaab, detonates in Mandara, targeting and killing a group of five (later determined to be seven) police officers. The landmine was planted inside the customs and border compound. The attack come a day after an ambush on a group of soldiers in the town.",Associated Press,International,7,1,3.9357,41.8542,1
2015,2015-03-17,Unidentified Armed Group (Kenya),Civilians (Kenya),Mandera East,Township,Mandera,Mandera,Remote violence,An IED explodes in Mandera following a similar attack across the Somali border in Beled Hawo. No reported causalities.,Local Source Project,Local,0,1,3.9357,41.8542,1
2015,2015-04-16,Al Shabaab,,Mandera West,Takaba,Takaba,Mandera,Strategic development,"Non-violent activity: Ten armed members of al Shabaab hijack a bus carrying ten passengers, deboard them and take the bus across the border into Somalia. No violence reported.",Xinhua,International,0,1,3.3553,40.2228,1
2015,2015-12-21,Al Shabaab,Civilians (Kenya),Mandera East,Township,Mandera,Mandera,Violence against civilians,Al Shabaab attacks and kills bus two travellers and wounds three others south of Mandera between Kotulo and Daba (Another report indicate the attacks occurred near El Wak) in Mandera County on 21/12.,Agence France Presse,International,2,2,3.9357,41.8542,1
2015,2015-07-07,Al Shabaab,Civilians (Kenya),Mandera East,Township,Mandera,Mandera,Violence against civilians,"Al Shabaab attacks Mandera town, throwing grenades into homes while people slept on 07/07. 14 dead. Al Shabaab later officially claimed responsibility, declaring they were specifically targeting Christians.",Agence France Presse,International,14,1,3.9357,41.8542,1
2015,2015-06-24,Al Shabaab,Civilians (Kenya),Mandera East,Township,Mandera,Mandera,Violence against civilians,"One person was killed and two others injured in an attack by suspected Al-Shabaab gunmen in Mandera Town on the night of 26/06. All of the victims are ""non-locals,"" origin not known.",Daily Nation (Kenya),National,1,1,3.9357,41.8542,1
2015,2015-04-24,Al Shabaab,Civilians (Kenya),Mandera East,Township,Mandera,Mandera,Violence against civilians,Suspected Somali Al-Shabaab kidnapped two Kenyan teachers on the evening of 24/04 in the Mandera border town.,Somali Dhacdo,Regional,0,1,3.9357,41.8542,1
2015,2015-04-23,Al Shabaab,Civilians (Kenya),Lafey,Fino,Fino,Mandera,Violence against civilians,"Heavily armed gunmen suspected to be members of Al-Shabaab on the morning of 23/04 kidnapped senior Arabia chief in Mandera County along the Mandera-Arabia road. The chief was driven across the border into Somalia where he was killed at Gadoon Dhowe, Beled Xawo District.",Daily Nation (Kenya),National,0,2,3.371,41.4468,1
2015,2015-03-15,Al Shabaab,Civilians (Kenya),Mandera East,Township,Mandera,Mandera,Violence against civilians,"Al Shabaab carries out the second attack in two days in Mandera. One death, three injuries reported. In the following days the death total was raised from 1 to 4.",Somali Memo,Regional,4,1,3.9357,41.8542,1
2015,2015-03-13,Al Shabaab,Civilians (Kenya),Mandera East,Township,Mandera,Mandera,Violence against civilians,Three people were killed and eight more wounded when al Shabaab launched a cross-border raid on a convoy carrying Mandera county governor Ali Roba. The governor escaped unharmed. The convoy was travelling either to or from Nairobi.,Agence France Presse,International,3,2,3.9357,41.8542,1
2015,2015-02-25,Al Shabaab,Civilians (Somalia),Mandera East,Township,Mandera,Mandera,Violence against civilians,One person was killed and two others injured in an attack by suspected Al-Shabaab gunmen in Mandera Town on the night of 25/02. The victims were witnessed crossing from nearby Somalia at an earlier date and are suspected to be Somalis,Daily Nation (Kenya),National,1,1,3.9357,41.8542,1
2014,2014-12-01,Al Shabaab,Civilians (Kenya),Mandera East,Bulla Mpya,Koromi,Mandera,Remote violence,"A pro-al Shabaab website published a report that al Shabaab has claimed the responsibility of the killing of 36-non local Kenyans at a quarry in Koromei area near Mandera in the night of 01/12. The statement claimed that the attack on Koromei was part of series of attacks executed by the Mujahidin to serve as a response to Kenyas occupation of Somalia, the airstrikes by Kenyan warplanes and the killing of innocent Somalis.",Somali Memo,Regional,36,1,3.9199,41.8443,1
2014,2014-10-15,Unidentified Armed Group (Kenya),Civilians (Kenya),Mandera North,Rhamu,Rhamu,Mandera,Remote violence,"A senior Kenyan county official escaped death narrowly after an Improvised Explosive Device (IED) exploded as he was being driven to his office in the border town of Rhamu, Mandera. Perpetrators not known. Two injuries reported.",Xinhua,International,0,1,3.9208,41.2192,1
2014,2014-08-25,Unidentified Armed Group (Kenya),Civilians (Kenya),Mandera East,Township,Mandera,Mandera,Remote violence,"Six are reported injured following a explosion near a hospital in Mandera. Perpatrators unknown, though the attack may be related to a nearby ethnic clash between Garre and Degodia clans.",Daily Nation (Kenya),National,0,1,3.9357,41.8542,1
2014,2014-11-21,Al Shabaab,Civilians (Kenya),Mandera East,Bulla Mpya,Omar Jilo,Mandera,Violence against civilians,"At least 28 people were killed after suspected Al-Shabaab militants attacked a Nairobi-bound bus in Omar Jilo, Mandera County in north-east Kenya. Witness said the attackers ordered all off the bus, divided the passengers along ethnic lines - Somali and non-Somali, shooting all non-Somalis. Many of the deceased were teachers.",Kenya Nation,National,28,1,3.7938,41.7167,1
2014,2014-08-17,Al Shabaab,Civilians (Kenya),Mandera East,Township,Mandera,Mandera,Violence against civilians,Al-Shabaab fighters have reportedly kidnapped 22 people from North-eastern Kenyan district of Mandera. The perpetrators later released the group after taking their possessions.,Radio Dalsan,Regional,0,1,3.9357,41.8542,1
2014,2014-08-14,Al Shabaab,Civilians (Kenya),Lafey,Lafey,Lafey,Mandera,Violence against civilians,Suspected al Shabaab shot and killed a quarry worker before fleeing into Somalia. Authorities speculate the motive for the attack is related to the presence of Kenya troops in Somalia.,The Star (Nairobi),National,0,1,3.1508,41.1862,1
2014,2014-08-13,Al Shabaab,Civilians (Kenya),Mandera East,Township,Mandera,Mandera,Violence against civilians,"Suspected al Shabaab, numbering 5, killed a road construction worker in Mandera County before fleeing across the border into Somalia.",Radio Dalsan,Regional,1,1,3.9357,41.8542,1
2014,2014-08-04,Al Shabaab,Civilians (Kenya),Mandera East,Township,Mandera,Mandera,Violence against civilians,Gunmen hurled explosives at the Mandera county government headquarters causing damages. The buildings wing that houses finance and other executive offices was destroyed in the attack. Perpetrators believed to be al Shabaab. No injuries reported.,Kenya Standard,National,0,1,3.9357,41.8542,1
2014,2014-05-01,Al Shabaab,Civilians (Kenya),Mandera East,Township,Mandera,Mandera,Violence against civilians,"A group of 30 members of suspected al Shabaab attack a power station. Police respond, killing two and recovering weapons. It is nor clear if there were any civilian injuries.",Shabelle Media Network (Mogadishu),Regional,0,1,3.9357,41.8542,1
2014,2014-03-21,Al Shabaab,Civilians (Kenya),Mandera East,Township,Mandera,Mandera,Violence against civilians,"One person was shot dead and another is fighting for his life at the Mandera Hospital after sustaining serious head injuries after suspected al Shabaab shot them at close range. (Though authorities believe al Shabaab is responsible, they also speculate job rivalry may have been a motive for the attack.",The Star (Nairobi),National,0,1,3.9357,41.8542,1
2013,2013-10-13,Unidentified Armed Group (Kenya),Civilians (Kenya),Mandera East,Township,Mandera,Mandera,Remote violence,"A young boy is killed and three others injured after a landmine detonated in Mandera border town. The group many have been playing with the mine, not aware that it was dangerous.",The Star (Nairobi),National,0,1,3.9357,41.8542,1
2013,2013-09-05,Police Forces of Kenya (2002-2013),Unidentified Armed Group (Kenya),Mandera East,Township,Mandera,Mandera,Remote violence,A device suspected to be an IED exploded in front of the Central AP camp in Mandera in the evening of 05/09. No casualties were reported.,Local Source Project,Local,0,1,3.9357,41.8542,1
2013,2013-03-19,Police Forces of Kenya (2002-2013),Unidentified Armed Group (Kenya),Mandera East,Township,Mandera,Mandera,Remote violence,Roadside bomb placed by unknown group kills police officer,Sabahi (All Africa),Regional,1,1,3.9357,41.8542,1
2013,2013-12-02,Al Shabaab,Civilians (Kenya),Mandera East,Township,Mandera,Mandera,Violence against civilians,"Al Shabaab attacks quary workers near Mandera on 02/12, killing 38.",UN Report pg 31,Other,38,2,3.9357,41.8542,1
2013,2013-11-23,Al Shabaab,Civilians (Kenya),Mandera East,Township,Mandera,Mandera,Violence against civilians,"Al Shabaab attacks a civilian bus near Mandera, killing 28",UN Report pg 31,Other,28,2,3.9357,41.8542,1
2013,2013-09-07,Al Shabaab,Civilians (Kenya),Mandera East,Township,Mandera,Mandera,Violence against civilians,"Al Shabaab militants shoot and kill two civilians at Mandera, a Kenya/Somali border town. On Thursday night, two police officers were seriously injured after a hand grenade was hurled into their vehicle.",Mareeg,Regional,2,1,3.9357,41.8542,1
2013,2013-05-20,Al Shabaab,Civilians (Kenya),Lafey,Fino,Fino,Mandera,Violence against civilians,Al Shabaab militants attack village and hijack vehicles,Xinhua,International,0,1,3.371,41.4468,1
2012,2012-11-02,Al Shabaab,Military Forces of Kenya (2002-2013),Mandera East,Township,Mandera,Mandera,Battle-No change of territory,Suspected Al Shabaab attackers kill soldier,Radio Shabeelle,Regional,1,1,3.9357,41.8542,1
2012,2012-06-29,Al Shabaab,Police Forces of Kenya (2002-2013),Mandera East,Township,Mandera,Mandera,Battle-No change of territory,"Suspected Al Shabaab militia attacked a Kenyan police post, about 80 km from northern town of Mandera along the common border on Friday. About 35 gunmen attack Arabia Administration Police Post at around 22:00, sparking an exchange of fire.",Xinhua,International,0,2,3.9357,41.8542,1
2012,2012-06-29,Al Shabaab,Police Forces of Kenya (2002-2013),Lafey,Fino,Fino,Mandera,Battle-No change of territory,Suspected Al Shabaab militants attack Kenyan police post near Somali border,Xinhua News,International,0,1,3.371,41.4468,1
2012,2012-09-15,Police Forces of Kenya (2002-2013),Al Shabaab,Mandera East,Township,Mandera,Mandera,Remote violence,Explosion injures police officers; officials suspect al Shabaab,The Standard,National,0,1,3.9357,41.8542,1
2012,2012-09-15,Police Forces of Kenya (2002-2013),Civilians (Kenya),Mandera East,Township,Mandera,Mandera,Remote violence,Police beat villagers after IED explodes near police vehicle,Human Rights Watch,Other,0,1,3.9357,41.8542,1
2012,2012-06-23,Police Forces of Kenya (2002-2013),Al Shabaab,Mandera East,Township,Mandera,Mandera,Remote violence,Police officers patroling Kenya-Somalia border hit by remote-controlled explosive device they suspect was planted by Al Shabaab,All Africa,Regional,0,1,3.9357,41.8542,1
2012,2012-05-21,Unidentified Armed Group (Kenya),Military Forces of Kenya (2002-2013),Mandera East,Township,Mandera,Mandera,Remote violence,Four Kenyan soldiers were wounded Monday when a landmine exploded beneath their vehicle in the northeastern Mandera region,Agence France Presse,International,0,3,3.9357,41.8542,1
2012,2012-02-28,Military Forces of Kenya (2002-2013),Al Shabaab,Mandera East,Township,Mandera,Mandera,Remote violence,Somali youth set landmine at Kenyan army base; several soldiers injured,All Africa,Regional,0,1,3.9357,41.8542,1
2012,2012-02-02,Unidentified Armed Group (Kenya),Police Forces of Kenya (2002-2013),Mandera East,Township,Mandera,Mandera,Remote violence,Four police officers escape death when their vehicle drives over a buried explosive.,All Africa,Regional,0,1,3.9357,41.8542,1
2012,2012-01-03,Unidentified Armed Group (Kenya),Civilians (Kenya),Mandera East,Township,Mandera,Mandera,Remote violence,Two Kenyan government officials escaped death narrowly after the car in which they were patrolling in missed a remote controlled explosive device in the eastern town of Mandera bordering Somalia.,Xinhua News,International,0,1,3.9357,41.8542,1
2012,2012-03-23,Al Shabaab,Rioters (Kenya),Mandera East,Township,Mandera,Mandera,Riots/Protests,Angry residents take up arms to battle raiding Al-Shabab fighters,Xinhua News,International,3,1,3.9357,41.8542,1
2012,2012-12-26,Al Shabaab,Civilians (Kenya),Mandera East,Township,Mandera,Mandera,Violence against civilians,Woman injured in grenade attack by suspected Al Shabaab,Radio Bar-Kulan (Somali-language radio),Regional,0,1,3.9357,41.8542,1
2012,2012-07-29,Al Shabaab,Civilians (Kenya),Mandera East,Township,Mandera,Mandera,Violence against civilians,Suspected Al Shabaab fighters attack Kenyan driver in NE Kenya,Shabelle Media Network (Mogadishu),Regional,1,1,3.9357,41.8542,1
2012,2012-03-23,Al Shabaab,Civilians (Kenya),Mandera East,Township,Mandera,Mandera,Violence against civilians,Al-Shabab raid mosque in Kenya and injure civilians,Xinhua News,International,0,1,3.9357,41.8542,1
2011,2011-11-26,Al Shabaab,Police Forces of Kenya (2002-2013),Mandera East,Township,Mandera,Mandera,Battle-No change of territory,Al Shabaab fighters raid a police camp and make away with weapons.,BBC Monitorin Newsfile,Regional,0,1,3.9357,41.8542,1
2011,2011-11-05,Al Shabaab,Police Forces of Kenya (2002-2013),Mandera East,Township,Mandera,Mandera,Battle-No change of territory,Kenyan police arrest 50 al Shabaab suspects in the northeast.,BBC Monitoring Africa,Regional,0,1,3.9357,41.8542,1
2011,2011-10-28,Al Shabaab,Police Forces of Kenya (2002-2013),Mandera East,Township,Mandera,Mandera,Battle-No change of territory,Kenyan police arrest 20 suspects believed to be in connection with an attack on a bus which killed four people.,BBC Monitoring Newsfile,Regional,0,1,3.9357,41.8542,1
2011,2011-12-11,Al Shabaab,Police Forces of Kenya (2002-2013),Mandera East,Township,Mandera,Mandera,Remote violence,Nine military officers injured and one police officer killed in twin al Shabaab explosions. The single fatality was in Mandera.,Xinhua News,International,0,1,3.9357,41.8542,1
2011,2011-11-24,Al Shabaab,Military Forces of Kenya (2002-2013),Mandera East,Township,Mandera,Mandera,Remote violence,"At least 12 soldiers were injured and one dead after a military vehicle they were boarding was hit by a land mine in Mandera, a town in northern Kenya bordering Somalia and Ethiopia. Al Shabaab is believed to be responsible.",Xinhua News,International,1,1,3.9357,41.8542,1
2011,2011-07-27,Al Shabaab,Police Forces of Kenya (2002-2013),Mandera East,Township,Mandera,Mandera,Remote violence,A policeman was killed in Mandera and three others injured when suspected al Shabab insurgents attacked them with an explosive device on the Kenya-Somalia border. Three civilians were also killed in the blast.,All Africa,Regional,4,1,3.9357,41.8542,1
2011,2011-06-02,Unidentified Armed Group (Somalia),Military Forces of Kenya (2002-2013),Mandera East,Township,Mandera,Mandera,Remote violence,Kenyan security forces are conducting security operations in Mandera after a vehicle belonging to Kenyan security forces was targeted with a bomb explosion last night. Four soldiers were killed.,BBC Monitoring International Reports,Regional,4,1,3.9357,41.8542,1
2011,2011-03-19,Unidentified Armed Group (Somalia),Civilians (Kenya),Mandera East,Township,Mandera,Mandera,Remote violence,A seven-year-old boy was killed while two others were injured in a mortar shell explosion in Mandera. The explosive is suspected to have been left behind after fighting by Somali factions.,The Nation (Kenya),National,1,1,3.9357,41.8542,1
2011,2011-03-14,Unidentified Armed Group (Somalia),Civilians (Kenya),Mandera East,Township,Mandera,Mandera,Remote violence,A motor bomb was thrown on Monday night [14 March] in Mandera town and later followed by sporadic gunfire that lasted almost ten minutes from neighboring Bulawayo town on the border of Kenya and Somalia. Police said five residents were seriously injured. The incident came days after Al-Shabab warned that it would attack Kenya in retaliation for training soldiers for the Transitional Federal Government of Somalia.,BBC Monitoring International Reports,Regional,0,1,3.9357,41.8542,1
2011,2011-02-24,Unidentified Armed Group (Somalia),Civilians (Kenya),Mandera East,Township,Mandera,Mandera,Remote violence,"A bomb exploded at the Mandera District Hospital [northeastern Kenya] as heavy fighting continued on Kenyas border with Somalia and Ethiopia Thursday [24 February]. The explosion did not cause casualties, said North Eastern Provincial Commissioner [PC] James ole Serian, but four Kenyans were treated for bullet wounds.",BBC Monitoring International Reports,Regional,0,1,3.9357,41.8542,1
2011,2011-02-27,Al Shabaab,,Mandera East,Township,Mandera,Mandera,Strategic development,Movement of forces: Unconfirmed reports indicate that an AS battalion of elite forces has been deployed in Bulo-Xawo and that operatives from the AS intelligence services (Amniyat) were being deployed in Mandera town.,Local Source Project,Local,0,2,3.9357,41.8542,1
2010,2010-10-21,Al Shabaab,Militia (Pro-Government),Mandera East,Township,Mandera,Mandera,Battle-No change of territory,"Thirty people are reported to have been killed in the Thursday [21 October] night clashes between Al Shabaab and a pro-government Somali militia on the Kenya-Somali border, with two Kenyans slightly injured in the clashes.",BBC Monitoring International Reports,Regional,30,1,3.9357,41.8542,1
2008,2008-11-07,Unidentified Armed Group (Somalia),Civilians (Kenya),Mandera South,Elwak South,El Wak,Mandera,Remote violence,Ca. 20 unidentified Somalian bandits attacked - Government quaters building bombed - 2 government vehicles. No injuries reported/ motive not know. LOCATION: Elwak town in Mandera District (district capital = Mandera),BBC Monitoring,Regional,0,1,2.8094,40.9358,1
2011,2011-07-22,Al Shabaab,Police Forces of Kenya (2002-2013),Moyale,Moyale Township,Moyale,Marsabit,Battle-No change of territory,Police forces arrest five suspected members of the al-Shabab militant organization.,BBC Monitoring Africa,Regional,0,1,3.5094,39.0528,1
2003,2003-07-10,Unidentified Armed Group (Kenya),Police Forces of Kenya (2002-2013),Saku,Marsabit Central,Marsabit,Marsabit,Remote violence,Police officer and his driver killed by a landmine in Marsabit. 8 officers and 2 civilians seriously injured.,Kenyan KBC; UN Integrated Regional Information Networks,National,2,1,2.3333,37.9833,1
1999,1999-05-08,Unidentified Armed Group (Kenya),Civilians (Kenya),Moyale,Moyale Township,Moyale,Marsabit,Remote violence,Government official killed by landmines planted presumably by armed bandits,All Africa,Regional,0,2,3.5094,39.0528,1
2018,2018-07-15,Al Shabaab,,North Imenti,Municipality,Meru,Meru,Strategic development,"Movement of forces: In July, Al Shabaab forces were reported to have moved into Meru county from Somalia, according to a local official, who has also claimed Al Shabaab were planning attacks in the area.",The Star,National,0,3,0.05,37.65,1
2017,2017-08-18,Al Shabaab,Police Forces of Kenya (2013-),Kisauni,Shanzu,Bamburi,Mombasa,Battle-No change of territory,Anti-terror police shot dead wanted Al Shabaab member Hussein Said Omar. He was one of the Al Shabaab militants behind the Mpeketoni attack that claimed lives of more than 60 people in June 2014. He engaged security personnel in a shootout from his hideout in Bamburi before he was shot dead by the police. The event took place on 18/08 or before.,Shabelle Media Network (Mogadishu); Kenya Standard,Other-National,1,1,-4,39.7167,1
2014,2014-05-03,Al Shabaab,Civilians (Kenya),Mvita,Tononoka,Mombasa,Mombasa,Remote violence,"Four people were killed and several others injured in twin attacks in Mombasa. One blast occurred at a well-known beach hotel, the Reef Hotel, in the Nyari area of the city, and the other in the Mwembe Tayari area, near the city centre. Al Shabaab is suspected.",Agence France Presse,International,4,1,-4.05,39.6667,1
2014,2014-02-05,Unidentified Armed Group (Kenya),Civilians (Kenya),Likoni,Timbwani,Likoni,Mombasa,Remote violence,"A bomb was in the early morning hurled at a primary school in Likoni, Mombasa. Police say the device exploded inside the school compound, but no injuries have been reported.",The Star (Nairobi),National,0,1,-4.0839,39.6616,1
2014,2014-03-23,Al Shabaab,Civilians (Kenya),Likoni,Timbwani,Likoni,Mombasa,Violence against civilians,"Suspected al Shabaab shot and killed four people attending a church service in Likoni, outside of Mombasa. Many more were reported wounded. In the following days the death toll was raised to six. Police forces launched a large operation which yielded the arrests of 59 suspects.",Agence France Presse,International,6,1,-4.0839,39.6616,1
2013,2013-05-26,Al Shabaab,Police Forces of Kenya (2002-2013),Mvita,Tononoka,Mombasa,Mombasa,Battle-No change of territory,Muslim cleric linked with Al Shabaab killed in shoot-out with police,Evening Times,National,1,1,-4.05,39.6667,1
2013,2013-03-18,Al Shabaab,Unidentified Armed Group (Kenya),Mvita,Tononoka,Majengo,Mombasa,Battle-No change of territory,Unidentified group kills member of Al Shabaab in Majengo slums,The Star,National,1,1,-4.0486,39.6706,1
2013,2013-06-09,Al Shabaab,Civilians (Kenya),Likoni,Timbwani,Likoni,Mombasa,Violence against civilians,"Attackers suspected to be linked to Al Shabaab throw grenade into church compound, injuring civilians",IHS Global Insight Daily Analysis,International,0,1,-4.0839,39.6616,1
2012,2012-01-29,Al Shabaab,Police Forces of Kenya (2002-2013),Mvita,Tononoka,Mombasa,Mombasa,Battle-No change of territory,Police arrest Aboud Rogo Mohammed and seize a cache of illegal firearms.,Agence France Presse,International,0,1,-4.05,39.6667,1
2012,2012-11-14,Al Shabaab,,Mvita,Tononoka,Majengo,Mombasa,Strategic development,Non-violent activity: Al Shabaab assembles IEDs in Majengo,The Star,National,0,1,-4.0486,39.6706,1
2012,2012-06-24,Al Shabaab,Civilians (Kenya),Mvita,Tononoka,Mombasa,Mombasa,Violence against civilians,Grenade attack by suspected Al Shabaab militant leaves three dead and many injured at pub outside Mombasa,All Africa,Regional,3,1,-4.05,39.6667,1
2011,2011-12-22,Al Shabaab,Police Forces of Kenya (2002-2013),Mvita,Tononoka,Mombasa,Mombasa,Battle-No change of territory,Police arrest four members of Al Shabaab who planned attacks on churches over Christmas.,All Africa,Regional,0,1,-4.05,39.6667,1
2002,2002-12-18,Unidentified Armed Group (Kenya),,Mvita,Tononoka,Mombasa,Mombasa,Remote violence,Unknown group bombs night club.,Agence France Presse,International,0,1,-4.05,39.6667,1
2002,2002-11-28,The Government of Universal Palestine in Exile,Civilians (Kenya),Mvita,Tononoka,Mombasa,Mombasa,Remote violence,A Palestinian militant group fires missiles at Israeli airliner.,Associated Press,International,0,1,-4.05,39.6667,1
2002,2002-11-26,Islamist Militia (Kenya),Civilians (Kenya),Mvita,Tononoka,Mombasa,Mombasa,Remote violence,Fifteen die when an unidentified Islamic militia detonate explosions at Mombasas Israeli-owned Paradise Hotel.,All Africa,Regional,15,1,-4.05,39.6667,1
2019,2019-01-15,Al Shabaab,Military Forces of Kenya (2013-),Nairobi,Westlands,,Nairobi,Remote violence,,The Nations,,21,,,,1
2014,2014-05-16,Al Shabaab,Civilians (Kenya),Kamukunji,Pumwani,Gikomba,Nairobi,Remote violence,"Nairobi: Ten people were killed and over 70 wounded in two bomb attacks at a busy market in Nairobi. According to authorities, first blast in the capital occurred next to a 14-seater matatu, or public minibus, and the second was inside a shop in Gikomba Market close to Nairobis central business district. Al Shabaab are suspected as perpetrators. Preceding the attack the British government had issued a travel advisory due to threats. Police forces launch a manhunt operation for the perpetrators the following day.",Agence France Presse,International,5,1,-1.2853,36.8409,1
2014,2014-05-16,Al Shabaab,Civilians (Kenya),Starehe,Nairobi Central,Nairobi,Nairobi,Remote violence,"Nairobi: Ten people were killed and over 70 wounded in two bomb attacks at a busy market in Nairobi. According to authorities, first blast in the capital occurred next to a 14-seater matatu, or public minibus, and the second was inside a shop in Gikomba Market close to Nairobis central business district. Al Shabaab are suspected as perpetrators. Preceding the attack the British government had issued a travel advisory due to threats. Police forces launch a manhunt operation for the perpetrators the following day.",Agence France Presse,International,5,1,-1.2833,36.8167,1
2014,2014-05-04,Unidentified Armed Group (Kenya),Civilians (Kenya),Starehe,Nairobi Central,Nairobi,Nairobi,Remote violence,At least three people were killed and 60 wounded when bombs exploded in two buses on a busy highway in the Kenyan capital Nairobi. Both explosions took place around 5.45pm. There was no immediate claim of responsibility for the attacks -- although Kenyan authorities are currently engaged in a major security crackdown on suspected supporters of neighbouring Somalias Al-Qaeda-linked Shebab rebels. This comes a day after a similar attack in Mombasa. Several suspected were arrested in connection with the blasts within the week.,Associated Press,International,3,1,-1.2833,36.8167,1
2014,2014-03-31,Al Shabaab,Civilians (Kenya),Kamukunji,Eastleigh North,Eastleigh,Nairobi,Remote violence,Three simultaneous blasts occur in the Somali populated Eastleigh district. At least six are dead and scores injured. Al Shabaab are suspected. In the days following the explosion police arrest over 650 possible suspects.,Agence France Presse,International,6,1,-1.2717,36.8497,1
2014,2014-03-30,Unidentified Armed Group (Kenya),,Starehe,Nairobi Central,Nairobi,Nairobi,Remote violence,"A man is dead after the explosive device he was assembling detonated during construction. Police suspect ""sympathizers of Somali Islamic extremists.""",Associated Press,International,1,1,-1.2833,36.8167,1
2014,2014-01-16,Unidentified Armed Group (Kenya),Civilians (Kenya),Starehe,Nairobi Central,Nairobi,Nairobi,Remote violence,"A blast of unknown origin occurs at Jomo Kenyatta International Airport during the evening hours. The body of a Somali national was later discovered, however his causes of death is believed to be from gunfire. Nevertheless, authorities believe his death is related to the blast perpetrators. The following three days several arrests were made.",The Star (Nairobi),National,1,1,-1.2833,36.8167,1
2014,2014-01-04,Al Shabaab,Civilians (Kenya),Kamukunji,Eastleigh North,Eastleigh,Nairobi,Remote violence,One person is injured after suspected al Shabaab detonated an explosive in the Somali-populated Eastleigh district of Nairobi.,Agence France Presse,International,0,1,-1.2717,36.8497,1
2013,2013-12-14,Al Shabaab,Civilians (Kenya),Kamukunji,Eastleigh North,Eastleigh,Nairobi,Remote violence,"Suspected al Shabaab attackers detonate an explosive on a public bus, killing four and injuring 30 in the Pangani-Eastleigh section of the city. Eastleigh is known for its large population of ethnic Somalis, and may have been the specific target of the attackers. In the following days the death toll from the blast rose to six.",Associated Press,International,6,1,-1.2717,36.8497,1
2013,2013-03-05,Unidentified Armed Group (Somalia),Civilians (Kenya),Kamukunji,Eastleigh North,Eastleigh,Nairobi,Remote violence,Bomb in Eastleigh injures one; Somali man arrested and charged in the attack,The Standard,National,0,1,-1.2717,36.8497,1
2013,2013-09-23,Al Shabaab,Civilians (Kenya),Starehe,Nairobi Central,Nairobi,Nairobi,Violence against civilians,Al Shabaab continues to hold hostages for the third day while remain holed up in the Westgate Mall.,Agence France Presse,International,0,1,-1.2833,36.8167,1
